"Link","Name","Pos","Year","College","RAS","ALLTIME"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30502&amp;ovl=Georgia+Southern"">Link</a>","Jacob Ferguson","DE","2026","Georgia Southern","1.46","1.46"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31629&amp;ovl=Alabama+State"">Link</a>","Deontre Morris","FS","2026","Alabama State","1.45","1.45"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31630&amp;ovl=Alabama+State"">Link</a>","Tre Phillips","CB","2026","Alabama State","1.45","1.45"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31205&amp;ovl=San+Mateo"">Link</a>","Corey Le'Aupepe","TE","2026","San Mateo","1.45","1.45"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30884&amp;ovl=Saint+Marys"">Link</a>","Ryan Butler","CB","2026","Saint Marys","1.45","1.45"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30817&amp;ovl=UCLA"">Link</a>","Kechaun Bennett","DE","2026","UCLA","1.45","1.45"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32449&amp;ovl=Louisiana+Tech"">Link</a>","Caleb Sims","DE","2026","Louisiana Tech","1.44","1.44"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32500&amp;ovl=Mississippi+State"">Link</a>","Ethan Myers","LS","2026","Mississippi State","1.44","1.44"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31785&amp;ovl=New+Hampshire"">Link</a>","Caleb Burke","WR","2026","New Hampshire","1.43","1.43"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32290&amp;ovl=UTEP"">Link</a>","Trevon Tate","WR","2026","UTEP","1.43","1.43"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30689&amp;ovl=Western+Kentucky"">Link</a>","Jayden Gray","DE","2026","Western Kentucky","1.43","1.43"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30344&amp;ovl=Florida"">Link</a>","Damieon George Jr.","OG","2026","Florida","1.42","1.42"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31531&amp;ovl=UTSA"">Link</a>","Jermarus Lewis","FS","2026","UTSA","1.42","1.42"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32524&amp;ovl=Old+Dominion"">Link</a>","Ricardo Williams","DT","2026","Old Dominion","1.42","1.42"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31575&amp;ovl=Fort+Valley+State"">Link</a>","Nelly Stephens","CB","2026","Fort Valley State","1.41","1.41"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31801&amp;ovl=Duquesne"">Link</a>","Avery Morris","LB","2026","Duquesne","1.41","1.41"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31079&amp;ovl=South+Carolina"">Link</a>","Jatius Greer","DE","2026","South Carolina","1.40","1.40"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32009&amp;ovl=North+Carolina"">Link</a>","Kobe Paysour","WR","2026","North Carolina","1.40","1.40"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32555&amp;ovl=Sioux+Falls"">Link</a>","Mauloa Wells","CB","2026","Sioux Falls","1.40","1.40"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31249&amp;ovl=Merrimack"">Link</a>","Jabari Echols","CB","2026","Merrimack","1.39","1.39"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31427&amp;ovl=San+Jose+State"">Link</a>","Gafa Faga","DT","2026","San Jose State","1.39","1.39"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31041&amp;ovl=Washington"">Link</a>","Makell Esteen","SS","2026","Washington","1.38","1.38"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30357&amp;ovl=Southeastern+Florida"">Link</a>","Kamonte Grimes","WR","2026","Southeastern Florida","1.38","1.38"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32384&amp;ovl=St.+Francis+Xavier"">Link</a>","Devaughn Blackwood","WR","2026","St. Francis Xavier","1.38","1.38"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31273&amp;ovl=Incarnate+Word"">Link</a>","Jawuan Singletary","OG","2026","Incarnate Word","1.38","1.38"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30682&amp;ovl=Western+Kentucky"">Link</a>","Ryan Sua-Filo","DT","2026","Western Kentucky","1.37","1.37"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30785&amp;ovl=Oklahoma+State"">Link</a>","Bryan McCoy Jr.","LB","2026","Oklahoma State","1.37","1.37"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30687&amp;ovl=Western+Kentucky"">Link</a>","Marshall Jackson","OT","2026","Western Kentucky","1.37","1.37"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31185&amp;ovl=Sacramento+State"">Link</a>","Dejuan Butler","CB","2026","Sacramento State","1.37","1.37"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30677&amp;ovl=Western+Kentucky"">Link</a>","Anthony Brackenridge","LB","2026","Western Kentucky","1.36","1.36"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30831&amp;ovl=Tulsa"">Link</a>","Jehlen Cannady","FS","2026","Tulsa","1.36","1.36"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32122&amp;ovl=West+Virginia+State"">Link</a>","Marshanw Makins","LB","2026","West Virginia State","1.36","1.36"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32604&amp;ovl=Ottawa"">Link</a>","Denny Ferdinand","CB","2026","Ottawa","1.36","1.36"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31000&amp;ovl=Ferris+State"">Link</a>","Gyasi Mattison","CB","2026","Ferris State","1.35","1.35"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31879&amp;ovl=Alcorn+State"">Link</a>","Reggie Davis","RB","2026","Alcorn State","1.35","1.35"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32021&amp;ovl=North+Carolina+State"">Link</a>","Dante Daniels","TE","2026","North Carolina State","1.35","1.35"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30424&amp;ovl=Maryland"">Link</a>","Jalil Farooq","WR","2026","Maryland","1.34","1.34"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32391&amp;ovl=Houston"">Link</a>","Jalen Garner","LB","2026","Houston","1.34","1.34"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32231&amp;ovl=Texas+State"">Link</a>","Emeka Obigbo","OT","2026","Texas State","1.34","1.34"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30566&amp;ovl=Purdue"">Link</a>","Malachi Thomas","RB","2026","Purdue","1.33","1.33"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32228&amp;ovl=Texas+State"">Link</a>","Amipeleasi Langi","DT","2026","Texas State","1.33","1.33"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32445&amp;ovl=Louisiana+Tech"">Link</a>","Devin Gandy","WR","2026","Louisiana Tech","1.33","1.33"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32133&amp;ovl=Southern+Methodist"">Link</a>","Stone Eby","TE","2026","Southern Methodist","1.32","1.32"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32294&amp;ovl=UTEP"">Link</a>","Cole Gustafson","DT","2026","UTEP","1.32","1.32"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30973&amp;ovl=Georgia+Tech"">Link</a>","J.T. Byrne","TE","2026","Georgia Tech","1.31","1.31"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=64770&amp;ovl=Southeastern+Louisiana"">Link</a>","Shakespeare Louis","CB","2026","Southeastern Louisiana","1.31","1.31"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31692&amp;ovl=North+Alabama"">Link</a>","Jayvian Allen","CB","2026","North Alabama","1.31","1.31"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31589&amp;ovl=Youngstown+State"">Link</a>","BT Tolble","WR","2026","Youngstown State","1.30","1.30"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30537&amp;ovl=Western+Colorado"">Link</a>","Zach Brumfield","OG","2026","Western Colorado","1.30","1.30"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32595&amp;ovl=Washington+State"">Link</a>","Cyrus Webster","DE","2026","Washington State","1.30","1.30"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32476&amp;ovl=Middle+Tennessee+State"">Link</a>","Joseph Habinowski","OG","2026","Middle Tennessee State","1.29","1.29"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31207&amp;ovl=Coastal+Carolina"">Link</a>","Cam Wright","WR","2026","Coastal Carolina","1.29","1.29"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31127&amp;ovl=Virginia"">Link</a>","Brady Wilson","OC","2026","Virginia","1.29","1.29"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32331&amp;ovl=Arizona+State"">Link</a>","Jimeto Obigbo","OT","2026","Arizona State","1.28","1.28"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32203&amp;ovl=Texas"">Link</a>","Cole Hutson","OC","2026","Texas","1.28","1.28"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32017&amp;ovl=North+Carolina+Central"">Link</a>","Chris Mosley","RB","2026","North Carolina Central","1.28","1.28"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32229&amp;ovl=Texas+State"">Link</a>","Deangelo Taylor","CB","2026","Texas State","1.28","1.28"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31672&amp;ovl=Alabama+Birmingham"">Link</a>","Roy Williams","CB","2026","Alabama Birmingham","1.28","1.28"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30503&amp;ovl=Georgia+Southern"">Link</a>","Dalen Cobb","WR","2026","Georgia Southern","1.27","1.27"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31842&amp;ovl=Florida+International"">Link</a>","Keegan Davis","DE","2026","Florida International","1.27","1.27"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31247&amp;ovl=Hawaii"">Link</a>","Qwyn Williams","DT","2026","Hawaii","1.27","1.27"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30541&amp;ovl=Colorado+State+Pueblo"">Link</a>","Domingo Prince II","OG","2026","Colorado State Pueblo","1.26","1.26"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30680&amp;ovl=Western+Kentucky"">Link</a>","Jaylen Wester","LB","2026","Western Kentucky","1.26","1.26"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32650&amp;ovl=Tennessee+Tech"">Link</a>","Chinonso Opara","OT","2026","Tennessee Tech","1.25","1.25"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32118&amp;ovl=Shepherd"">Link</a>","Kalin Jean","SS","2026","Shepherd","1.25","1.25"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30911&amp;ovl=Louisville"">Link</a>","Chandler Jones","CB","2026","Louisville","1.25","1.25"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30299&amp;ovl=Arizona+State"">Link</a>","Myles Rowser","FS","2026","Arizona State","1.24","1.24"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32374&amp;ovl=East+Carolina"">Link</a>","Rasheed Reason","CB","2026","East Carolina","1.24","1.24"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32040&amp;ovl=Charlotte"">Link</a>","Zion Shockley","DE","2026","Charlotte","1.24","1.24"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31015&amp;ovl=South+Carolina+State"">Link</a>","Billy Atkins IV","QB","2026","South Carolina State","1.24","1.24"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30612&amp;ovl=Colorado+State"">Link</a>","Tay Lanier","WR","2026","Colorado State","1.23","1.23"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30809&amp;ovl=Missouri+State"">Link</a>","Davon Townley Jr.","DE","2026","Missouri State","1.23","1.23"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31777&amp;ovl=Connecticut"">Link</a>","Bryun Parham","LB","2026","Connecticut","1.23","1.23"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=29898&amp;ovl=Louisiana+State"">Link</a>","Aaron Anderson","WR","2026","Louisiana State","1.22","1.22"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30833&amp;ovl=Tulsa"">Link</a>","Sean Hill","OG","2026","Tulsa","1.22","1.22"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32337&amp;ovl=Buffalo"">Link</a>","Kobe Stewart","DE","2026","Buffalo","1.22","1.22"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=32364&amp;ovl=East+Carolina"">Link</a>","Tymir Brown","CB","2026","East Carolina","1.22","1.22"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31316&amp;ovl=Memphis"">Link</a>","Marcello Bussey","WR","2026","Memphis","1.21","1.21"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31605&amp;ovl=Boise+State"">Link</a>","Latrell Caples","WR","2026","Boise State","1.21","1.21"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31804&amp;ovl=Eastern+Kentucky"">Link</a>","Gabe Fletcher","DT","2026","Eastern Kentucky","1.21","1.21"
"<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31845&amp;ovl=Florida+International"">Link</a>","Jaleel Davis","OT","2026","Florida International","1.20","1.20"
